Product_ID,Brand,Model,Country,Price_USD,Rating,Num_Reviews,RAM_GB,Storage_GB,Battery_mAh,Camera_MP,Screen_Size_inch,Weight_g,Processor_Score,Release_Year,5G_Support,Wireless_Charging,Fast_Charging,Water_Resistant,Engagement_Score
MOB_00179,Samsung,Samsung Ultra19,South Korea,1004.53,4.19,4901,12,512,4000.0,64.0,6.7,204.0,9,2019,1,0,1,1,100.0
MOB_00032,Apple,Apple Pro4,USA,817.88,,3445,6,128,4500.0,32.0,6.5,230.0,7,2024,1,1,1,1,78.87
MOB_00790,Nokia,Nokia Pro20,Finland,213.41,2.91,1034,4,32,3000.0,16.0,6.0,222.0,5,2019,0,0,1,0,49.94
MOB_00867,Sony,Sony S14,Japan,401.87,3.49,1400,4,64,3500.0,32.0,6.1,210.0,4,2021,0,0,1,0,64.83
MOB_00372,Google,Google Plus17,USA,867.67,3.55,4735,8,512,4500.0,108.0,6.7,226.0,6,2023,0,1,1,1,100.0
MOB_00595,Vivo,Vivo Pro12,China,192.61,3.42,1959,3,32,4500.0,16.0,5.5,187.0,2,2022,0,0,0,0,66.05
MOB_00534,Oppo,Oppo Max14,China,600.88,3.28,3675,8,256,4500.0,64.0,6.3,168.0,6,2024,1,1,0,1,91.75
MOB_00322,OnePlus,OnePlus A9,China,888.25,3.7,118,12,512,4500.0,64.0,6.7,151.0,7,2022,1,1,1,0,49.16
MOB_00543,Vivo,Vivo A12,China,417.72,3.65,4254,6,256,5000.0,32.0,6.5,217.0,4,2024,1,0,1,1,99.44
MOB_00480,Oppo,Oppo Plus8,China,495.23,3.73,2845,4,128,4500.0,16.0,6.5,198.0,4,2022,1,0,1,1,86.64
MOB_00089,Apple,Apple X10,USA,1004.17,4.21,396,16,256,,48.0,6.7,205.0,8,2022,1,1,1,1,74.38
MOB_00614,Realme,Realme Pro3,China,234.79,3.22,3175,6,32,3500.0,12.0,6.3,216.0,4,2020,0,0,1,0,79.31
MOB_00598,Vivo,Vivo Ultra10,China,210.07,2.56,4071,4,128,3500.0,16.0,6.3,208.0,5,2023,0,0,0,0,81.31
MOB_00840,Nokia,Nokia Max1,Finland,363.31,3.9,2332,6,128,3500.0,32.0,6.5,168.0,4,2020,1,0,1,0,79.66
MOB_00234,Xiaomi,Xiaomi Plus9,China,467.91,3.75,3089,8,128,3500.0,64.0,6.1,198.0,6,2020,1,0,1,1,90.93
MOB_01048,LG,LG Plus19,South Korea,282.98,3.92,1734,4,64,5000.0,16.0,6.5,175.0,6,2025,0,0,1,0,75.76
MOB_00986,Asus,Asus Plus10,Taiwan,867.64,4.04,795,12,512,5000.0,32.0,6.7,234.0,8,2023,1,1,1,1,53.85
MOB_00439,Huawei,Huawei M1,China,214.5,2.99,3607,4,128,3500.0,12.0,6.0,224.0,3,2023,0,0,1,0,82.04
MOB_00983,Asus,Asus Lite10,Taiwan,561.92,4.02,1269,6,256,5000.0,48.0,6.7,206.0,6,2023,0,1,1,1,73.44
MOB_00760,Nokia,Nokia M4,Finland,203.38,2.79,612,4,128,3500.0,32.0,5.5,185.0,5,2020,0,0,1,0,57.24
MOB_00487,Oppo,Oppo Ultra7,China,563.31,4.14,1260,6,512,4000.0,64.0,6.5,180.0,7,2024,1,1,1,1,71.44
MOB_00221,Xiaomi,Xiaomi Plus19,China,675.63,3.95,870,8,512,4500.0,48.0,6.3,181.0,7,2021,1,1,1,1,67.79
MOB_00353,Google,Google M8,USA,650.17,3.18,2310,6,128,4500.0,32.0,6.7,220.0,7,2019,0,1,1,1,73.83
MOB_00527,Oppo,Oppo Ultra16,China,626.73,4.0,3247,12,512,4500.0,48.0,6.5,203.0,8,2025,1,1,1,0,93.77
MOB_00011,Apple,Apple Max16,USA,789.49,4.39,4697,8,256,4000.0,32.0,6.3,160.0,6,2024,1,0,1,1,100.0
MOB_00498,Oppo,Oppo X19,China,542.88,3.4,1471,8,256,4500.0,48.0,6.5,237.0,8,2025,1,0,1,1,64.3
MOB_00733,Motorola,Motorola X13,USA,211.44,2.97,3896,4,128,4500.0,8.0,5.5,165.0,4,2025,0,0,1,0,86.45
MOB_00290,OnePlus,OnePlus Max10,China,782.64,,1330,8,256,,32.0,6.5,218.0,7,2020,1,1,1,0,67.17
MOB_00060,Apple,Apple A16,USA,1391.22,4.66,2367,12,512,,108.0,6.5,242.0,9,2025,1,1,1,0,97.33
MOB_00571,Vivo,Vivo M14,China,321.69,3.38,507,8,128,3500.0,16.0,6.5,221.0,4,2021,1,0,1,0,62.65
MOB_00064,Apple,Apple Ultra4,USA,1463.31,3.8,610,16,1024,5500.0,48.0,6.8,180.0,10,2024,1,1,1,1,60.27
MOB_00293,OnePlus,OnePlus Plus4,China,825.69,3.87,601,12,256,5000.0,32.0,6.5,182.0,6,2020,1,1,1,0,65.3
MOB_01098,HTC,HTC Plus20,Taiwan,226.07,3.28,3902,6,128,3500.0,,6.3,204.0,3,2020,0,0,0,0,84.91
MOB_00711,Motorola,Motorola Pro11,USA,375.85,3.72,4720,8,64,4000.0,48.0,6.1,222.0,4,2023,1,0,1,0,100.0
MOB_00343,Google,Google A10,USA,658.37,3.31,1630,12,512,4500.0,108.0,6.7,152.0,9,2021,1,0,0,1,69.51
MOB_00668,Realme,Realme Ultra17,China,254.42,3.56,2954,4,64,4500.0,32.0,6.3,151.0,4,2022,0,0,1,0,81.25
MOB_00494,Oppo,Oppo X9,China,545.34,4.4,3022,12,128,4500.0,108.0,6.5,237.0,6,2023,1,1,1,1,100.0
MOB_00297,OnePlus,OnePlus Max15,China,689.45,3.99,4471,12,128,4000.0,64.0,6.7,210.0,7,2021,1,1,1,1,100.0
MOB_01140,HTC,HTC Neo14,Taiwan,585.42,4.07,393,8,256,5000.0,64.0,6.3,154.0,9,2020,0,1,1,1,67.29
MOB_01102,HTC,HTC A12,Taiwan,200.29,3.49,4485,4,128,4500.0,32.0,6.3,242.0,5,2023,0,0,1,0,90.73
MOB_00984,Asus,Asus A13,Taiwan,375.44,3.42,1632,8,64,4000.0,16.0,6.3,227.0,5,2023,1,0,1,0,66.86
MOB_00356,Google,Google X15,USA,964.33,4.28,4345,16,1024,5500.0,48.0,6.7,155.0,9,2023,1,1,1,0,100.0
MOB_00261,Xiaomi,Xiaomi Plus16,China,279.84,2.83,3406,6,256,4000.0,48.0,6.5,187.0,5,2019,0,0,1,0,79.23
MOB_00315,OnePlus,OnePlus X19,China,500.16,3.82,4552,6,512,5000.0,32.0,6.3,186.0,8,2021,1,0,1,0,100.0
MOB_01132,HTC,HTC Lite18,Taiwan,397.41,,3730,4,256,4000.0,16.0,6.1,180.0,7,2019,1,0,1,0,91.79
MOB_00309,OnePlus,OnePlus Neo20,China,659.88,3.84,3017,8,512,4000.0,64.0,6.5,,7,2022,1,0,1,1,91.4
MOB_00666,Realme,Realme Plus1,China,282.68,4.11,1015,6,64,4500.0,32.0,6.5,187.0,6,2022,0,0,1,0,77.89
MOB_00969,Asus,Asus A10,Taiwan,899.18,3.9,1354,8,256,4500.0,108.0,6.5,171.0,8,2019,0,1,1,1,74.38
MOB_00299,OnePlus,OnePlus S2,China,869.59,3.69,2215,6,128,4500.0,48.0,6.3,197.0,7,2019,1,1,1,1,72.61
MOB_01111,HTC,HTC Max14,Taiwan,,3.06,4713,4,32,3500.0,12.0,6.0,174.0,5,2025,0,0,1,0,89.79
MOB_01056,LG,LG Neo18,South Korea,717.79,3.58,437,8,512,5000.0,,6.3,186.0,8,2019,1,1,1,0,57.26
MOB_00667,Realme,Realme S11,China,408.31,3.41,4273,8,128,4000.0,48.0,6.5,154.0,7,2023,1,0,0,0,100.0
MOB_01015,LG,LG M1,South Korea,176.3,,4566,6,128,4500.0,8.0,6.0,,3,2025,0,0,0,0,92.4
MOB_00651,Realme,Realme Max14,China,222.18,2.93,1071,3,32,4000.0,8.0,5.5,214.0,4,2021,0,0,1,0,59.62
MOB_00900,Sony,Sony Plus18,Japan,844.34,4.23,152,8,512,4500.0,108.0,6.7,193.0,8,2021,1,1,1,1,65.08
MOB_00784,Nokia,Nokia Max18,Finland,,3.53,1044,6,256,5000.0,48.0,6.1,244.0,4,2024,0,0,1,0,65.97
MOB_00912,Sony,Sony Lite11,Japan,,3.71,2216,8,128,4000.0,108.0,6.3,162.0,8,2024,1,1,1,1,74.56
MOB_00524,Oppo,Oppo S8,China,689.74,4.06,4043,8,512,5000.0,64.0,6.3,,9,2023,1,1,1,1,93.45
MOB_00351,Google,Google M8,USA,700.78,3.59,2631,8,512,4000.0,108.0,6.5,220.0,8,2025,1,1,1,1,85.41
MOB_00530,Oppo,Oppo Ultra18,China,584.69,4.02,463,12,256,4000.0,32.0,6.7,206.0,9,2025,1,1,1,1,63.08
MOB_00536,Oppo,Oppo S12,China,,3.78,1253,8,256,4000.0,64.0,6.7,239.0,9,2022,1,1,1,1,71.62
MOB_00084,Apple,Apple Lite1,USA,980.09,4.53,1902,16,512,4000.0,108.0,6.8,204.0,10,2025,1,1,1,0,96.45
MOB_00130,Samsung,Samsung Plus2,South Korea,956.6,4.38,3985,12,1024,4500.0,48.0,6.8,171.0,10,2024,1,1,1,1,100.0
MOB_00631,Realme,Realme Max1,China,479.35,3.72,2755,8,128,5000.0,,6.3,,4,2022,1,0,1,1,83.73
MOB_00329,OnePlus,OnePlus Ultra7,China,722.32,3.81,1420,8,256,4500.0,108.0,6.5,173.0,6,2020,1,1,1,1,71.23
MOB_00911,Sony,Sony Max12,Japan,679.6,3.75,1066,12,512,5000.0,108.0,6.5,163.0,7,2025,1,1,1,0,67.29
MOB_00833,Nokia,Nokia Max3,Finland,133.37,3.72,329,4,64,4500.0,8.0,5.5,205.0,2,2024,0,0,0,0,58.98
MOB_00542,Oppo,Oppo X6,China,384.65,3.37,4136,8,128,5000.0,48.0,6.5,231.0,7,2022,1,0,1,0,100.0
MOB_00553,Vivo,Vivo A17,China,330.42,3.94,474,6,128,4500.0,64.0,6.1,175.0,5,2025,1,0,1,0,58.64
MOB_00889,Sony,Sony S2,Japan,851.9,3.56,2523,6,256,4000.0,32.0,6.3,205.0,6,2021,1,0,1,1,78.44
MOB_00491,Oppo,Oppo X8,China,460.98,3.81,2000,8,256,,64.0,6.1,226.0,4,2025,1,0,1,1,79.28
MOB_00139,Samsung,Samsung Plus6,South Korea,814.82,3.88,3809,6,128,4500.0,48.0,6.7,232.0,8,2024,0,1,1,1,93.29
MOB_00936,Asus,Asus X1,Taiwan,351.12,3.06,3592,8,256,4500.0,64.0,6.5,152.0,7,2023,1,0,1,0,80.75
MOB_00142,Samsung,Samsung A7,South Korea,1002.58,4.83,3967,12,512,4500.0,64.0,6.5,169.0,9,2024,1,1,1,1,100.0
MOB_00555,Vivo,Vivo Max12,China,440.42,3.25,1078,8,256,3500.0,32.0,6.5,188.0,7,2022,0,0,1,0,69.1
MOB_00395,Google,Google S16,USA,677.81,3.77,4701,8,128,5000.0,32.0,6.5,166.0,6,2025,1,1,0,1,95.26
MOB_00382,Google,Google X20,USA,763.53,4.82,526,12,128,5000.0,48.0,6.7,163.0,6,2022,1,1,1,1,77.08
MOB_00140,Samsung,Samsung X8,South Korea,972.05,4.23,3333,16,512,5500.0,108.0,6.5,235.0,8,2020,1,1,1,0,94.85
MOB_00662,Realme,Realme Pro3,China,479.59,3.47,2611,4,128,3500.0,48.0,6.3,161.0,4,2019,1,0,1,0,80.59
MOB_00849,Sony,Sony Lite2,Japan,881.06,3.4,548,6,256,4500.0,48.0,6.5,221.0,8,2021,1,1,1,1,53.09
MOB_00225,Xiaomi,Xiaomi A20,China,215.67,2.99,3628,4,64,3500.0,12.0,6.3,231.0,5,2024,0,0,1,0,75.83
MOB_00328,OnePlus,OnePlus Lite20,China,715.86,4.83,4732,6,128,5000.0,64.0,6.5,201.0,6,2019,0,0,1,0,100.0
MOB_00275,OnePlus,OnePlus A10,China,840.7,3.95,3309,8,512,5000.0,48.0,6.5,193.0,8,2022,1,0,1,1,89.32
MOB_00924,Sony,Sony Plus7,Japan,729.35,4.31,2545,6,128,4000.0,108.0,6.7,162.0,9,2021,1,1,1,1,85.77
MOB_00694,Motorola,Motorola A9,USA,169.62,3.72,3973,6,64,3500.0,16.0,6.0,169.0,3,2019,0,0,0,0,100.0
MOB_01159,HTC,HTC X9,Taiwan,274.55,3.84,3990,4,128,5000.0,48.0,6.1,,5,2019,0,0,1,0,94.41
MOB_00426,Huawei,Huawei Lite4,China,941.05,3.95,206,8,256,4000.0,64.0,6.7,210.0,10,2019,1,1,0,1,58.53
MOB_00579,Vivo,Vivo Pro1,China,568.26,,295,6,256,4000.0,32.0,6.5,221.0,6,2020,1,0,1,1,67.01
MOB_00985,Asus,Asus Pro16,Taiwan,,3.72,2067,6,512,5000.0,32.0,6.5,196.0,7,2020,1,1,1,0,82.14
MOB_00678,Realme,Realme M4,China,261.94,3.27,2684,4,64,3500.0,16.0,6.1,177.0,6,2022,0,0,1,0,62.93
MOB_00762,Nokia,Nokia Neo2,Finland,224.85,3.11,1787,4,32,3000.0,,6.0,169.0,5,2023,0,0,1,0,59.72
MOB_00410,Huawei,Huawei Max19,China,486.82,3.53,1135,4,64,3500.0,48.0,6.3,228.0,6,2021,1,0,0,0,69.63
MOB_00586,Vivo,Vivo A20,China,299.63,3.8,4300,4,64,3500.0,48.0,6.3,195.0,5,2023,0,0,0,0,100.0
MOB_00332,OnePlus,OnePlus A10,China,633.6,3.79,4467,12,256,5000.0,108.0,6.3,172.0,9,2024,1,1,1,1,98.8
MOB_00169,Samsung,Samsung Ultra12,South Korea,,3.47,2516,12,256,4000.0,48.0,6.5,184.0,9,2020,0,1,1,1,75.6
MOB_00781,Nokia,Nokia A1,Finland,241.22,3.19,3553,6,128,4000.0,32.0,6.0,209.0,5,2022,0,0,1,0,79.64
MOB_00311,OnePlus,OnePlus Pro6,China,827.5,3.48,1375,12,128,5000.0,48.0,6.5,162.0,7,2023,1,1,1,1,68.31
MOB_00645,Realme,Realme A11,China,404.09,3.06,1428,8,64,4000.0,64.0,6.3,157.0,4,2021,1,0,1,0,49.42
MOB_00851,Sony,Sony Neo18,Japan,630.78,3.94,789,12,512,4000.0,32.0,6.5,249.0,8,2021,1,1,1,1,69.44
MOB_00307,OnePlus,OnePlus Ultra14,China,,,3999,6,512,5000.0,108.0,6.3,248.0,9,2021,1,1,1,1,93.01
MOB_00040,Apple,Apple Ultra6,USA,1371.38,4.24,987,16,256,4500.0,64.0,6.7,222.0,8,2022,1,1,1,1,63.53
MOB_00031,Apple,Apple Plus7,USA,1240.5,4.01,4272,16,512,4500.0,48.0,6.7,234.0,10,2023,1,1,1,1,100.0
MOB_00243,Xiaomi,Xiaomi Plus2,China,643.67,3.5,2598,8,128,5000.0,48.0,6.3,240.0,9,2020,1,1,1,0,71.37
MOB_00448,Huawei,Huawei Neo14,China,1131.72,4.75,225,12,512,5500.0,200.0,6.8,187.0,8,2019,0,1,1,1,76.74
MOB_00137,Samsung,Samsung S6,South Korea,613.96,4.27,355,6,128,5000.0,48.0,6.7,172.0,9,2025,0,1,1,1,67.65
MOB_01016,LG,LG X14,South Korea,627.52,4.12,3163,6,256,4500.0,48.0,6.5,199.0,6,2024,1,1,1,1,88.56
MOB_01046,LG,LG M9,South Korea,288.31,3.63,3116,8,64,4500.0,48.0,6.5,215.0,7,2020,0,0,1,0,87.11
MOB_00004,Apple,Apple X9,USA,934.54,4.83,619,16,1024,5000.0,,6.8,155.0,10,2020,1,1,1,1,82.48
MOB_00483,Oppo,Oppo Ultra18,China,367.98,3.46,2503,8,256,4500.0,32.0,6.5,196.0,7,2020,1,0,1,0,84.13
MOB_00725,Motorola,Motorola X16,USA,207.05,3.7,2851,4,32,3000.0,,6.0,246.0,4,2020,0,0,1,0,84.12
MOB_01042,LG,LG Lite8,South Korea,410.36,2.92,1319,4,256,5000.0,64.0,6.5,220.0,4,2025,1,0,1,1,45.51
MOB_00574,Vivo,Vivo Neo10,China,347.03,3.06,1177,6,256,5000.0,32.0,6.1,155.0,4,2020,1,0,1,0,50.47
MOB_00830,Nokia,Nokia X8,Finland,195.8,2.8,4016,4,128,3000.0,16.0,6.3,227.0,3,2022,0,0,0,0,87.86
MOB_01040,LG,LG Ultra3,South Korea,407.1,3.44,4683,6,256,3500.0,,6.3,246.0,4,2023,0,0,1,0,96.18
MOB_01068,LG,LG Lite19,South Korea,710.77,3.66,1534,6,512,4500.0,32.0,6.7,209.0,8,2024,1,1,1,1,67.37
MOB_00463,Huawei,Huawei S14,China,952.63,4.68,3019,16,512,,108.0,6.7,162.0,10,2023,1,0,1,0,92.77
MOB_00835,Nokia,Nokia S14,Finland,187.78,3.54,2957,4,128,3000.0,8.0,5.5,207.0,5,2024,0,0,0,0,85.4
MOB_00364,Google,Google Max1,USA,742.33,3.81,4151,12,512,4000.0,48.0,6.3,,6,2019,1,1,1,1,100.0
MOB_00006,Apple,Apple Neo7,USA,915.96,4.01,1926,16,1024,4500.0,108.0,6.5,154.0,9,2022,1,0,1,1,77.08
MOB_00101,Samsung,Samsung Ultra17,South Korea,1382.88,4.34,1685,12,512,5500.0,200.0,6.5,227.0,8,2025,1,1,1,1,84.75
MOB_01125,HTC,HTC Lite13,Taiwan,351.27,3.42,1332,8,64,5000.0,16.0,6.3,200.0,5,2021,0,0,0,0,69.23
MOB_00627,Realme,Realme S20,China,307.73,2.7,1546,4,64,4000.0,16.0,6.5,247.0,5,2021,1,0,1,0,57.83
MOB_01084,LG,LG M15,South Korea,,3.18,2062,8,128,,64.0,6.3,200.0,7,2024,0,0,1,0,62.03
MOB_00819,Nokia,Nokia M1,Finland,326.83,3.12,2296,6,128,5000.0,16.0,6.5,196.0,6,2024,1,0,1,0,71.88
MOB_00940,Asus,Asus Max17,Taiwan,883.91,3.13,453,8,128,4500.0,48.0,6.5,207.0,9,2022,0,1,1,0,47.45
MOB_00655,Realme,Realme Plus12,China,179.14,3.63,1719,4,128,4500.0,12.0,6.3,159.0,4,2024,0,0,0,0,74.01
MOB_00848,Sony,Sony M14,Japan,573.18,3.85,980,8,128,4000.0,108.0,6.5,194.0,9,2024,0,1,1,1,77.24
MOB_00228,Xiaomi,Xiaomi Pro13,China,,3.59,143,6,512,5000.0,64.0,6.5,183.0,7,2020,1,1,1,1,51.32
MOB_00619,Realme,Realme A12,China,281.3,4.17,3894,8,128,3500.0,48.0,6.1,175.0,5,2020,0,0,0,0,98.72
MOB_00535,Oppo,Oppo A10,China,230.73,3.01,4308,3,128,3500.0,,6.3,187.0,5,2022,0,0,1,0,89.96
MOB_01066,LG,LG Ultra15,South Korea,396.98,3.68,804,6,64,5000.0,48.0,6.5,160.0,5,2024,1,0,1,0,63.34
MOB_00629,Realme,Realme Ultra7,China,354.98,4.17,2229,6,128,3500.0,16.0,6.1,246.0,4,2024,1,0,1,0,86.94
MOB_00067,Apple,Apple S4,USA,1242.09,3.78,2500,8,256,5500.0,108.0,6.8,231.0,9,2024,1,1,1,1,84.07
MOB_00068,Apple,Apple M16,USA,889.76,3.43,2468,12,256,5000.0,64.0,6.7,152.0,9,2021,0,1,1,1,83.88
MOB_00651,Realme,Realme Max14,China,222.18,2.93,1071,3,32,4000.0,8.0,5.5,214.0,4,2021,0,0,1,0,59.62
MOB_00212,Xiaomi,Xiaomi M4,China,303.9,3.4,3758,6,128,5000.0,48.0,6.3,184.0,5,2019,1,0,1,0,93.44
MOB_00013,Apple,Apple Ultra17,USA,879.76,3.58,1854,8,128,5000.0,48.0,6.7,150.0,6,2024,1,0,1,1,72.79
MOB_00739,Motorola,Motorola M4,USA,248.46,3.15,473,6,32,4500.0,16.0,6.3,185.0,2,2020,0,0,1,0,54.08
MOB_00802,Nokia,Nokia S9,Finland,103.93,2.94,514,6,32,4000.0,32.0,6.3,219.0,2,2023,0,0,0,0,45.24
MOB_00300,OnePlus,OnePlus Ultra17,China,419.95,3.32,2207,8,128,3500.0,48.0,6.5,224.0,5,2022,1,0,1,1,73.76
MOB_00430,Huawei,Huawei Lite17,China,206.35,2.98,3949,3,32,4000.0,32.0,6.3,238.0,3,2020,0,0,1,0,87.35
MOB_00768,Nokia,Nokia S8,Finland,216.94,3.01,129,3,32,4000.0,8.0,5.5,226.0,4,2022,0,0,1,0,38.47
MOB_00219,Xiaomi,Xiaomi A1,China,474.28,,3187,8,128,3500.0,16.0,6.3,167.0,7,2020,1,0,1,0,87.22
MOB_00520,Oppo,Oppo Lite20,China,467.19,3.59,3958,4,128,3500.0,16.0,6.1,208.0,7,2025,1,0,1,1,98.67
MOB_00942,Asus,Asus Ultra14,Taiwan,551.9,3.31,109,8,512,4000.0,108.0,6.3,198.0,9,2022,1,0,1,1,47.78
MOB_01146,HTC,HTC Pro16,Taiwan,246.48,3.9,822,4,64,3000.0,12.0,5.5,225.0,2,2019,0,0,1,0,71.61
MOB_01082,LG,LG X7,South Korea,536.38,4.0,1616,6,256,4500.0,48.0,6.7,194.0,8,2020,1,1,1,0,81.86
MOB_00858,Sony,Sony Lite14,Japan,792.62,3.59,1207,6,256,5000.0,48.0,6.3,201.0,9,2023,1,1,1,1,65.47
MOB_00465,Huawei,Huawei Plus5,China,511.57,4.43,2545,8,128,4500.0,64.0,6.3,153.0,6,2020,0,1,1,1,91.57
MOB_01128,HTC,HTC A7,Taiwan,,,125,6,512,4000.0,108.0,6.3,230.0,8,2024,1,1,1,0,52.57
MOB_00723,Motorola,Motorola X9,USA,420.11,3.66,3011,6,256,3500.0,64.0,6.1,205.0,7,2020,0,0,1,1,81.75
MOB_00462,Huawei,Huawei Ultra20,China,363.31,3.55,2424,6,128,5000.0,48.0,6.1,187.0,4,2023,0,0,1,0,73.99
MOB_00274,OnePlus,OnePlus Neo17,China,665.18,4.03,1501,6,512,4500.0,108.0,6.7,238.0,7,2024,1,0,1,1,74.44
MOB_00870,Sony,Sony S12,Japan,417.71,3.88,4635,6,128,4500.0,64.0,6.1,174.0,7,2021,0,0,1,0,100.0
MOB_00238,Xiaomi,Xiaomi Pro20,China,357.84,4.16,3305,8,64,3500.0,64.0,6.5,,6,2025,1,0,1,0,94.2
MOB_00425,Huawei,Huawei A5,China,237.04,2.94,1784,3,64,3000.0,32.0,5.5,233.0,5,2024,0,0,1,0,59.29
MOB_00003,Apple,Apple Ultra18,USA,872.25,3.71,2990,8,128,4000.0,,6.3,194.0,8,2025,0,1,1,1,84.38
MOB_00007,Apple,Apple Neo8,USA,1224.35,4.3,1193,12,1024,5500.0,64.0,6.7,181.0,10,2023,1,1,1,1,66.86
MOB_00312,OnePlus,OnePlus X20,China,594.55,,4967,12,128,4000.0,48.0,6.5,205.0,6,2019,1,1,1,1,100.0
MOB_01037,LG,LG Max15,South Korea,663.96,3.84,1723,8,512,4000.0,64.0,6.5,168.0,8,2019,0,1,1,1,75.82
MOB_00561,Vivo,Vivo Lite12,China,636.86,4.24,119,8,512,4500.0,108.0,6.3,165.0,9,2021,1,1,1,0,70.73
MOB_00622,Realme,Realme M6,China,234.82,2.97,3781,3,64,3000.0,12.0,6.0,237.0,3,2021,0,0,1,0,77.29
MOB_00216,Xiaomi,Xiaomi Ultra1,China,157.77,2.73,738,3,32,3500.0,32.0,6.0,224.0,4,2025,0,0,0,0,38.13
MOB_00414,Huawei,Huawei Plus19,China,1161.76,4.83,2283,16,256,4000.0,108.0,6.7,192.0,9,2021,1,0,1,1,92.67
MOB_00028,Apple,Apple A7,USA,1177.26,4.61,4239,12,1024,5000.0,200.0,6.8,164.0,9,2023,0,0,1,1,100.0
MOB_01166,HTC,HTC Lite15,Taiwan,690.35,3.68,1459,12,128,5000.0,64.0,6.3,170.0,7,2024,0,0,1,0,69.43
MOB_00729,Motorola,Motorola Ultra16,USA,204.88,3.5,182,3,128,3000.0,16.0,6.0,,4,2023,0,0,1,0,56.23
MOB_00378,Google,Google Pro8,USA,506.1,3.42,4092,8,256,5000.0,,6.7,180.0,7,2023,1,1,1,1,100.0
MOB_00877,Sony,Sony Lite2,Japan,936.71,3.94,2071,8,256,5000.0,200.0,6.5,189.0,10,2024,1,1,1,1,70.66
MOB_01126,HTC,HTC M6,Taiwan,,3.45,1138,6,128,5000.0,,6.3,191.0,7,2024,0,0,1,0,70.69
MOB_00757,Motorola,Motorola Plus3,USA,430.63,3.21,2211,6,128,5000.0,32.0,6.1,248.0,6,2024,0,0,1,1,60.93
MOB_00902,Sony,Sony Lite18,Japan,925.6,3.92,4841,12,1024,5500.0,48.0,6.5,171.0,10,2021,1,1,1,1,99.64
MOB_00546,Vivo,Vivo S20,China,237.49,3.17,4744,4,32,3000.0,32.0,6.0,189.0,5,2021,0,0,1,0,94.8
MOB_00355,Google,Google Plus20,USA,797.62,2.97,508,8,128,5000.0,108.0,6.3,248.0,8,2021,1,1,1,0,58.11
MOB_01058,LG,LG Pro11,South Korea,415.09,,2988,6,64,4500.0,32.0,6.3,232.0,7,2022,1,0,1,0,84.31
MOB_00722,Motorola,Motorola S5,USA,258.64,3.57,2330,8,128,4000.0,64.0,6.1,208.0,4,2023,0,0,1,0,70.37
MOB_00257,Xiaomi,Xiaomi Pro8,China,766.5,3.7,1146,8,512,5000.0,64.0,6.5,193.0,9,2021,1,0,1,1,62.42
MOB_00292,OnePlus,OnePlus M2,China,774.15,4.05,4248,12,256,4000.0,108.0,6.7,168.0,7,2020,1,1,1,0,100.0
MOB_00026,Apple,Apple Plus13,USA,827.36,3.93,1872,12,128,4500.0,32.0,6.5,175.0,9,2021,1,1,1,0,75.74
MOB_00337,Google,Google X10,USA,576.07,3.66,2255,12,128,4000.0,32.0,6.5,166.0,9,2024,0,0,0,0,75.59
MOB_00523,Oppo,Oppo Ultra14,China,651.21,3.73,210,12,512,4500.0,108.0,6.5,207.0,7,2020,1,1,1,1,62.47
MOB_00048,Apple,Apple Pro19,USA,881.99,3.64,422,6,256,4000.0,48.0,6.5,156.0,8,2024,1,1,1,0,51.5
MOB_00319,OnePlus,OnePlus Plus20,China,556.94,4.13,1607,6,512,4500.0,48.0,6.7,213.0,7,2020,1,1,1,0,78.39
MOB_00107,Samsung,Samsung Ultra19,South Korea,858.06,4.18,406,12,512,4000.0,108.0,6.5,231.0,9,2021,1,0,1,1,70.02
MOB_00865,Sony,Sony M4,Japan,592.21,3.95,3353,8,512,5000.0,64.0,6.5,182.0,7,2019,1,0,1,0,100.0
MOB_00056,Apple,Apple Ultra11,USA,978.37,3.43,3422,12,512,4000.0,64.0,6.7,238.0,9,2021,1,1,1,0,85.54
MOB_00533,Oppo,Oppo Plus5,China,343.38,3.36,3449,4,64,4500.0,48.0,6.5,196.0,5,2020,1,0,1,0,79.29
MOB_00214,Xiaomi,Xiaomi Plus12,China,322.26,3.11,4992,4,64,4000.0,48.0,6.5,155.0,5,2025,1,0,1,0,100.0
MOB_00121,Samsung,Samsung A10,South Korea,671.38,3.48,4774,12,128,4000.0,32.0,6.3,183.0,7,2025,1,1,0,1,99.37
MOB_00573,Vivo,Vivo A9,China,423.09,3.43,4925,8,64,3500.0,16.0,6.1,241.0,4,2023,1,0,1,1,100.0
MOB_00424,Huawei,Huawei S1,China,235.7,3.32,566,3,128,3500.0,32.0,6.0,219.0,4,2022,0,0,1,0,67.74
MOB_00606,Vivo,Vivo Plus3,China,461.16,3.0,2004,4,128,4000.0,32.0,6.3,175.0,4,2019,1,0,1,1,61.58
MOB_00073,Apple,Apple Lite16,USA,720.02,3.9,567,12,256,5000.0,48.0,6.7,231.0,9,2024,1,1,1,1,68.08
MOB_00615,Realme,Realme A3,China,454.45,3.89,1078,4,64,3500.0,32.0,6.1,161.0,5,2023,1,0,1,0,80.18
MOB_00758,Motorola,Motorola S4,USA,137.57,3.17,1820,4,32,3500.0,8.0,6.3,,5,2020,0,0,0,0,65.14
